keluhan;bagian
Tolong untuk lebih ditingkatkan lagi broadcast informasinya agar seluruh mahasiswa dapat mengetahui update lowongan kerja yang tersedia;CAE
Kalau bisa lowongan kerja untuk Telkom University lebih banyak dipublikasikan;CAE
Untuk loker yg di apply pada website Tel-U career informasi tentang kelanjutan prosesnya diharapkan lebih mudah didapatkan informasi nya. ;CAE
E-certificate seminar tolong dikirimkan lebih cepat;CAE
Lebih ditingkatkan lagi penginfoan acaranya melalui sosial media;CAE
Tingkat informasi terkait lowongan dan lainnya;CAE
Lebih dipublikasikan lagi lowongan pekerjaan, baik untuk mahasiwa baru baik mahasiswa lama;CAE
perbanyak lg seminar online untuk mahasiswa;CAE
Lebih banyak lagi seminar ;CAE
Mengadakan id talent tentang dunia desain ataupun fashion;CAE
Dalam penyampaian informasi lowongan melalui email blast ditingkatkan lagi;CAE
diperluas lagi media publikasi nya;CAE
Postingan informasi seputar seminar dan lowongan pekerjaan ditambahkan lebih banyak lagi;CAE
Saya rasa tidak semua tau dengan unit ini, mungkin karena tidak semua mendapatkan surel seperti ini? Perkiraan saya, kenapa saya bisa mendapatkan surel ini, karena pekan lalu saya mengikuti seminar dari sini. Kalau tidak, mungkin saya tidak akan mendapatkan surel ini. Sounding sudah puas, namun mahasiswanya saja yang kurang mau untuk mencari sendiri informasi seperti ini.;CAE
Perbanyak lowongan untuk jurusan lain jgn hanya mendahulukan Teknik Informatika saja;CAE
Disarankan jangan cuma jurusan IT lowongan nya jurusan lain juga harus ada. Dan perusahaan berkelas diharapkan bisa bekerja sama mengingat Tel-u sebagai kampus swasta terbaik.;CAE
semoga bisa memberikan lebih banyak lagi informasi mengenai lowongan pekerjaan;CAE
Semoga lapangan pekerjaannya bisa lebih banyak lagi;CAE
Lowongan yang ada di telu career sangat membantu,tetapi terlalu banyak ke tehnik,sedangkan manajemen cukup jarang ditemui;CAE
Info career untuk mahasiswa fashion desain  lebih di perbanyak lagi,terimakasih ;CAE
Terima kasih sudah menjadi narahubung kami bagi fresh graduate atau mahasiswa tingkat akhir. Terus terupdate untuk menggali informasi informasi terbaru seputar carrier;CAE
semakin baik lagi dalam peng-update-an informasi terkait loker. TerimaKasih;CAE
Saran mungkin buat informasi lowongan melalui instagram dapat ditingkatkan;CAE
membuat catatan info dan tips untuk membuat cv yang baik dan portofolio;CAE
Ketika hendak mendafatar ke lowongan pekerjaan yang ada, saya tidak dapat akses ke lama tel-u karir nya;CAE
Sering Share-share, masih banyak orang yang belum tahu informasi tentang lowongan;CAE
meskipun sudah banyak, akan lebih baik jika kita tingkatkan dan perbanyak kembali perusahaan untuk dijadikan partner dengan telu career;CAE
Pertahankan kenyamanan dalam melayani mahasiswa dan kalau bisa ditingkatkan serta perbanyak kembali seminar seminar yang berhubungan dengan karir agar meningkatkan minat mahasiswa dalam menggunakan layanan karir ini;CAE
Untuk lebih spesifik lagi penyampaian informasi atau lowongan nya...sejauh ini sudah baik ;CAE
Untuk kedepannya semoga lebih banyak lagi loker untuk D3;CAE
Lebih dipublikasi lagi mengenai lowongan pekerjaan dari semua perusahaan, lebih update lagi mengenai post2, jangan sampai info lowongan tenggelam;CAE
Pembaharuan lowongan sebaiknya ditingkatkan kembali. Mungkin perlu ditambahkan pengelompokkan prodi/fakultas dalam mencari lowongan di website.;CAE
Semoga lebih baik lagi dalam memberikan informasi lowongan kerja untuk jurusan teknik yang ada di universitas telkom;CAE
semakin ditingkatkan informasi-informasi mengenai lowongan pekerjaan dan semoga semakin banyak lagi berelasi dengan perusahaan;CAE
masih ada banyak alumni yg belum mendapatkan Email blast mungkin bisa diupdate lagi untuk Email blastnya;CAE
Entah kenapa beberapa email masuk ke email students Tel-U, lebih banyak ke penawaran workshop sama seminar dan bingung harus forward kemana? kalau bisa dibranding lagi perihal contact personnya;CAE
ntah kenapa selama 5 tahun saya berkuliah di telkom baru tau ada yang seperti ini seharus nya sewaktu masih kuliah juga sudah di publikasikan;CAE
tolong diperbanyak lowongan kerja untuk program studi non-teknik (khususnya untuk prodi administrasi bisnis), sebab, kebanyakan info lowongan dari CAE hanya untuk prodi teknik dan akuntansi saja. Sangat sedikit info lowongan untuk kami dari prodi Adbis.;CAE
Lowongan pekerjaan yang tersedia / perusahaan yg bekerja sama dengan Tel-U Career saya rasa masih sangat sedikit, mungkin bisa dimasifkan lagi kedepannya. Selain itu fasilitas berupa edukasi kepada alumni juga ditingkatkan, agar alumni Tel-U terutama yang masih fresh graduate paham how to ataupun trik-trik dalam awal karier.;CAE
Di tampilan awal lowongan lebih baik dicantumkan nama posisi lowongannya sehingga tidak perlu membuka satu persatu lowongan yang ada untuk mencari lowongan pekerjaan yang sesuai;CAE
dipermudah lagi untuk pemberian informasi terkait lowongan pekerjaan;CAE
Informasinya bisa ditambah lebih banyak dan lebih sering untuk lowongannya semoga lebih bervariasi;CAE
Perbanyak kerjasama dengan perusahaan besar;CAE
sedikit nya update tentang loker produk desain;CAE
lebih di update lowongan baru, terutama perusahaan besar;CAE
Penyampaian informasi lowongan pekerjaan kiranya dapat di blast melalui email, info lowongan pekerjaan dari internal kantor kampus telkom kiranya juga dapat di informasikan. Selebihnya sudah cukup baik. Terimakasih Tel-U Cae;CAE
Untuk hasil setelah apply pekerjaan sering tidak di-update jadi kita sebagai jobseeker tidak tau apakah lamaran kita sudah dibaca atau belum, selebihnya saya rasa sudah cukup bagus;CAE
Untuk layanan konsultasi karir di perbaiki kembali proses dan penjadwalannya, karena ada mentor yg tidak menjalankan konsultasinya, mungkin bisa memakai satu metode saja tanpa harus ada pilihan metode mau konsultasi bagaimana nya, terima kasih;CAE
mungkin diadakan juga pembekalan untuk para freshgraduate dalam menentukan jenjang karir ataupun tips tips kecil seperti pembuatan coverlatter dll, ataupun membahas situs lowongan yang dapat dipercaya, terimakasih;CAE
Kalo dari alumni sendiri, semoga lowongannya lebih banyak dan diinfokan jauh dari tenggang batas pendaftaran;CAE
Semoga lowongan yang tersedia semakin banyak, sehingga memudahkan alumni yang belum berkesempatan mendapatkan pekerjaan ;CAE
Adanya informasi magang lebih cepat supaya mahasiswa smstr 6 bisa mempuyai persiapan,karna skrg pandemi biasanya perusahaan susah untuk membuka lowongan magang;CAE
Sebaiknya web tel-u career tampilannya diperbaiki lagi, terutama untuk tampilan profile job seeker yang menurut saya sangat kurang sekali. Paling tidak jika profile section nya sangat minim, bisa ditambahkan fitur untuk upload CV di sana;CAE
menampilkan info-info lowongan pekerjaan, atau bisa melalui info-info sosmed ;CAE
Web CDC diperbaiki lagi karena terlihat seperti kurang terawat dan masih ada beberapa bug atau ada tambahan fitur add CV sendiri,lalu juga untuk informasi lowongan pekerjaan diperbanyak lagi dan juga adakan scouttalent dengan perusahaan perusahaan besar lebih banyak lagi karena itu yang dibutuhkan sebagai alumni KAMPUS SWASTA TERBAIK di Indonesia, jadi saya rasa kurang ,tetap semangat CAE untuk membangun telkom university lebih baik lagi;CAE
Tambah lagi info lowongan untuk bidang non-teknik;CAE
Bisa mengadakan test sejenis psikotest dsb ;CAE
Lowongan yang diberikan kadang suka telat dari website resmi perusahaan yang sedang mengadakan loker.;CAE
Lebih perbanyak informasi lowongan pekerjaan;CAE
perbanyak list lowongan pekerjaan khususnya untuk freshgraduated, alangkah lebih baik terdapat notifikasi email jika apply suatu loker dan email notifikasi lolos tidaknya tahapan administrsi, disediankan menu dalam website cdc mengenai job yg sudah diapplied, diberikan note alasan mengapa tidak lolos dalam tahapan administrasi saat apply lowongan pekerjaan, mengadakan webinar aktif yg berisi live coding ataupun live bootcamp, jika ada lowongan pekerjaan di Telkom University alangkah lebih baik merekrut lulusan Tel-U untuk mengurangi angka pengangguran alumni.;CAE
Perbanyak job fair;CAE
Tingkatan pelayanan dan publikasi lowongan pekerjaan;CAE
Tingkatkan, terutama informasi sertifikasi dan pelatihan;CAE
Update terus lowongan kerja;CAE
Semoga kedepannya lebih diperbanyak kerja samanya dengan perusahaan dan penyedia pekerjaan bagi lulusan Tel-U;CAE
Perbanyak lagi info lowongan untuk lulusan baru khususnya;CAE
Membuat kerjasama lebih banyak dengan instansi lain untuk membuka lowongan kerja khusus alumni Tel-U;CAE
lebih banyak lagi memberikan informasi lowongan kerja untuk fresh graduate;CAE
Silahkan ditingkatkan dari segi penyampaiaan informasi dan branding pada sosial medianya.;CAE
Loker nya diupdate terus lagi agar banyak;CAE
adakan lebih banyak lagi career preparation atau pelatihan persiapan untuk memasuki dunia kerja;CAE
adakan seminar tentang pembuatan cv;CAE
adakan pelatihan untuk lulusan yang akan melakukan wawancara;CAE
lebih perbanyak lagi pelatihan yang berkaitan dengan persiapan memasuki dunia kerja;CAE
lebih tingkatkan lagi untuk seminar yang diberikan oleh perusahaan dalam rangka memberikan wawasan kepada calon lulusan dan lulusan tentang dunia kerja serta bagaimana memersiapkan diri dalam memasuki dunia kerja;CAE
adakan pelatihan khusus untuk pembuatan cv, karena akan sangat berguna saat akan meng apply ke perusahaan;CAE
saran saya agar adakan seminar atau pelatihan dalam membuat surat lamaran dengan baik dan benar;CAE
adakan simulasi wawancara untuk calon lulusan atau lulusan;CAE
lebih ditingkatkan lagi info tentang seminar tentang karir;CAE
adakan career counseling untuk mahasiswa yang akan lulus;CAE
lebih ditingkatkan lagi dalam penyebaran informasi tentang konseling karir dan sebagainya;CAE
apakah di tel u career menyediakan konsultasi karir untuk mahasiswa yang akan lulus?;CAE
adakan konsultasi karir untuk fresh graduate agar dapat memberikan arahan dan masukan dalam mencari kerja dan mencapai tujuan karir.;CAE
Saya baru tau setelah 4 tahun kuliah kalau ada layanan untuk konsultasi karir atau career counseling, lebih ditingkatkan lagi penyebaran informasi nya;CAE
informasi tentang bootcamp dari suatu perusahaan masih kurang terpublikasi;CAE
perbanyak lagi informasi tentang bootcamp untuk calon lulusan atau lulusan;CAE
pemberitahuan tentang adanya kegiatan bootcamp kurang sampai ke mahasiswa;CAE
lebih perbanyak lagi kegiatan bootcamp dengan perusahaan besar;CAE
masih kurang dalam penyebaran informasi tentang pelatihan dalam dunia kerja dan bootcamp dengan perusahaan;CAE
adakan job fair atau career days di lingkungan tel u agar mahasiswa dapat infromasi tentang dunia kerja;CAE
informasi tentang job fair di sebar luaskan lagi kepada mahasiswa ataupun yang sudah lulus;CAE
acara job fair kurang sering diadakan, padahal sangat dibutuhkan oleh calon lulusan dan lulusan;CAE
lebih dtiingkatkan lagi kegiatan job fair di telkom agar mahasiswa mendapat wawasan yang luas tentang dunia kerja;CAE
adakan kegiatan company visit untuk mahasiswa agar memberikan wawasan dan pengalaman kepada mahasiswa tentang dunia kerja secara nyata;CAE
apakah setelah mengikuti company visit saya mendapatkan sertifikat?;CAE
pebanyak lagi informasi tentang company visit kepada mahasiswa;CAE
apakah ada kegiatan company visit ke perusahaan google;CAE
sebar luaskan lagi info tentang company visit yang diadakan oleh perusahaan;CAE
Selamat siang saya ada kendala akun lms saya tidak bisa login;CELOE
Selamat pagi, saya rizky fazar fadilla gagal untuk mengganti password lms;CELOE
Course di lms belum tersedia;CELOE
Tolong saya tidak bisa masuk ke halaman course\;CELOE
saya sudah enroll course di lms tapi tidak bisa masuk ke halaman course;CELOE
Saya sulit mengakses LMS;CELOE
LMS sangat lambat;CELOE
gagal upload materi ke lms;CELOE
Saya tidak bisa mengakses video di lms;CELOE
Saya tidak bisa memutar video di lms;CELOE
Saya tidak bisa login padahal password dan username sudah benar;CELOE
Respon LMS yang lamban tolong di percepat;CELOE
Status pengumpulan tugas saya tidak berubah;CELOE
Saya lupa password akun LMS saya;CELOE
LMS mengalami masalah pada saat saya sedang ujian;CELOE
Apakah kuis saya bisa di overide?;CELOE
Saya tidak bisa upload tugas karena lms bermasalah;CELOE
Saya selalu gagal login ke lms;CELOE
Tolong course di lms saya belum ter-enroll;CELOE
Mata kuliah saya di lms belum di-enroll;CELOE
Tolong mata kuliah organisasi komputer saya belum ter enroll di lms;CELOE
Saya gagal upload tugas di lms;CELOE
Saya salah enroll mata kuliah;CELOE
Nama saya rizky mahasiswa s1 akuntansi saya salah enroll mata kuliah;CELOE
Course di lms tidak bisa saya buka;CELOE
Tolong lebih perjelas waktu maintenance lms karena mengganggu ketika saya inget upload tugas;CELOE
Nim saya yang ada di lms berbeda;CELOE
Saya yasril mahasiswa teknik komputer ada masalah pada nim di lms yang berbeda;CELOE
Saya fahri tolong saya tidak dapat masuk ke lms padahal password dan username sudah benar;CELOE
Tolong pemberitahuan maintenance lms dikirim ke email mahasiswa;CELOE
Mata kuliah saya belum terenroll;CELOE
Saya masih kesulitan untuk masuk ke lms ;CELOE
Waktu akses lms sangat lambat jika diakses dengan jaringan telkomsel;CELOE
Saya tidak bisa mengumpulkan tugas di lms;CELOE
Tolong waktu akses course di perbaiki;CELOE
Saya tidak bisa masuk ke lms;CELOE
Saya tidak bisa melakukan login ke lms;CELOE
Saya dwiki rahman mahasiswa teknik komputer tidak bisa masuk ke lms;CELOE
Saya tidak bisa login ke lms dengan sso;CELOE
Saya tidak suka dengan user experience lms;CELOE
Course saya di lms untuk semester ini ada yang salah;CELOE
Saya masih belum bisa mengakses course untuk semester ini;CELOE
Saya sudah ganti koneksi antara wifi dan data seluler tetapi tetap tidak bisa terhubung ke lms;CELOE
Saya tidak nyaman dengan navigasi pada lms;CELOE
Ada course di lms yang tidak bisa saya akses;CELOE
Daftar course saya di lms ada yang salah;CELOE
Daftar matakuliah saya di lms salah mohon di perbaiki;CELOE
Daftar matakuliah saya untuk semester ini belum terenroll;CELOE
Tolong agar course pada semester yang lalu tetap bisa diakses;CELOE
Tolong mata kuliah semester yang sudah terlewat agar tetap tersimpan dan bisa diakses;CELOE
Nilai ujian saya tidak keluar di lms;CELOE
Tolong saya tidak bisa mengakses lms;CELOE
Navigasi lms yang kurang menarik dan sedikit menyulitkan;CELOE
Kenapa saya tidak bisa untuk mengakses mata kuliah semester yang sudah terlewat di lms;CELOE
Mohon untuk tidak menghapus mata kuliah/course untuk semester yang sudah terlewat;CELOE
Saya masih tidak bisa mengakses course ;CELOE
Kenapa saya tidak bisa upload file tugas padahal sudah sesuai ketentuan;CELOE
Saya masih merasa kesulitan dengan navigasi lms;CELOE
Mata kuliah saya semester ini masih belum ter enroll;CELOE
Saya rizky fazar tidak bisa mengakses seluruh course saya di lms untuk semester ini;CELOE
Tolong jika ingin mengadakan maintenance diberitahu lewat email;CELOE
Saya tidak bisa login;CELOE
Tolong nilai kuis di lms tidak bisa saya lihat;CELOE
Course di lms saya untuk semester ini tidak ada;CELOE
Tampilan lms yang kurang menarik;CELOE
Saya gagal upload tugas di lms;CELOE
Saya tidak bisa mengakases LMS padahal tidak ada pemberitahuan maintenance;CELOE
LMS Sering error ketika menjelang ujian ;CELOE
Saya tidak dapat mengumpulkan tugas di lms karena lms tidak bisa diakses;CELOE
Saya selalu gagal login ke lms;CELOE
Saya Ferdinandus vito salah enroll course di lms;CELOE
saya dwiki rahman mahasiswa teknik komputer salah enroll mata kuliah mohon diperbaiki;CELOE
Saya Valencya mahasiswa FKB tidak bisa mengakses mata kuliah melalui lms;CELOE
Status pengumpulan tugas saya tidak berubah ;CELOE
Saya kesulitan mengakses lms melalui jaringan telkomsel;CELOE
Saya gagal masuk ke lms password selalu salah padahal sudah benar;CELOE
Saya belum pernah login ke lms dan saat ingin mecoba login dengan sso tidak bisa;CELOE
LMS sulit diakses dengan jaringan telkomsel mohon diperbaiki;CELOE
Saya rizky fazar mahasiswa teknik komputer 2017, mata kuliah saya masih belum ada di lms;CELOE
Saya tidak bisa upload tugas ke lms;CELOE
Saya salah melakukan enroll mata kuliah mohon di un-enroll mata kuliah tersebut;CELOE
Saya tidak bisa membuka kuis yang ada di lms;CELOE
LMS sangat lambat jika dibuka dengan jaringan telkomsel;CELOE
Daftar mata kuliah saya tidak ada di lms;CELOE
Saya tidak bisa login ke lms password selalu salah padahal sudah benar;CELOE
Saya sulit mengakses lms dengan data seluler;CELOE
Saya tidak bisa membuka mata kuliah di lms;CELOE
Saya ingin bertanya bagaimana caranya meng enroll mata kuliah di lms karena beberapa mata kuliah saya belum ter enroll;CELOE
Saya selalu gagal upload tugas di lms menggunakan jaringan data seluler;CELOE
Saya gagal login ke lms;CELOE
Saya masih belum bisa login ke lms meski sudah mengganti password sso;CELOE
Selamat siang, saya maulana heardy mahasiswa teknik komputer. Mata kuliah SKM saya belum tidak bisa dibuka karena belum dienroll;CELOE
Saya ramadhan mata kuliah artificial intelligence saya belum terenroll;CELOE
"Assalamualaikum Wr Wb Untuk Layanan Admin / LAA FTE lebih didetailkan
persyaratan mengenai semua yang berhubungan dengan informasi akademik
di bagiannya dan terutama persyaratan di tugas akhir maupun revisi tugas
akhir. dikarenakan informasi yang tidak jelas, tidak tertulis (Seperti ukuran
Dan Format Foto Hitam Putih), dan hanya bisa marah"" terhadap anak didik
Fakultas Teknik Elektro tidak memberikan solusi tetapi hanya menghambat
dalam pencarian informasi dan pengumpulan segala bukti otentik yang
dibuthkan akademik. &nbsp; Tolong Ditingkatkan Pelayanan Yang Ramah,
Jelas dan Menghargai Mahasiswa/i nya Karena mahasiswa/i sudah melakukan
kewajibannya membayar ""UANG PERKULIAHAN YANG MAHAL"" &nbsp;
Demikian Komplain Ini Saya (Kakak Melina- Saya Selalu Pantau) sampaikan
Klarifikasi Kembali Untuk ""ADMIN FTE"" (Atau SP KE REKTOR FAKULTAS TSB)
&nbsp; Terimakasih
";LAA
