,keluhan,bagian,clean_keluhan
184,"Selamat malam,&nbsp;
Kepada Yth. Bpk/Ibu
&nbsp;
Mohon maaf, saya ingin melaporkan perihal registrasi di igracias. Bahwa, matakuliah ""Tugas Akhir"" yang akan di ambil tidak dapat dipilih, maupun di tambahkan. Masalah ini juga terjadi kepada teman satu kelas saya lainnya.
Mohon bantuan untuk memperbaikinya. Terimakasih banyak.",BAA,malamnbsp hormat bpkibu lapor perihal registrasi igracias matakuliah tugas akhir ambil pilih teman kelas bantu
185,"Selamat malam, saya intan cantika putri mahasiwa semester 8, jurusan kriya tekstil dan mode. Ingin mengajukan komplain karena tidak dapat melakukan registrasi tahap 2 yaitu pengambilan mata kuliah, karena mata kuliah yang tertera pada kolom igracias tidak bisa di add untuk di acc ke dosen wali.
Terima kasih",BAA,intan cantika putri mahasiwa semester kriya tekstil mode aju komplain laku registrasi tahap ambil mata kuliah mata kuliah tera kolom igracias add acc dosen wali
186,Untuk matakuliah tugas akhir tidak bisa diambil,BAA,matakuliah tugas akhir ambil
187,Pilihan matakuliah untuk semester 8 saya tidak bisa di klik dan ditabahkan untuk regristrasi matakuliah,BAA,pilih matakuliah semester klik tabah regristrasi matakuliah
188,"IP saya tidak berubah padahal nilai rangkaian listrik saya dari d menjadi ab tp ip saya tetap 2,8 sedangkan saya akan registrasi dan mengambil matakuliah tingkat atas",BAA,ip ubah nilai rangkai listrik d ab ip registrasi ambil matakuliah tingkat
189,saya mau drop mata kuliah bagaimana caranya?,BAA,drop mata kuliah
190,"Selamat pagi saya Nadia Wulandari alumni dari prodi administrasi bisnis.
Terkait layanan yang saya pilih yaitu penerbitan ijazah, apakah dari pihak kampus bisa menerbitkan kembali ijazah asli? karena ijazah saya masih tertahan di satu korporat.
mohon bantuannya dan saya tunggu kabar baiknya
&nbsp;
Terima kasih",BAA,nadia wulandari alumni prodi administrasi bisnis kait layan pilih terbit ijazah kampus terbit ijazah asli ijazah tahan korporat bantu tunggu kabar
191,"Untuk legalisasi dokumen ijazah dan transkrip nilai yg dikirim, mohon untuk dapat diletakkan dengan map yang berbahan keras &nbsp;yang berguna untuk melindungi itu sendiri.
Hal ini saya sampaikan karena dokumen yang saya terima tertekuk dan terlipat.
Terimakasih.",BAA,legalisasi dokumen ijazah transkrip nilai kirim letak bahan keras nbspyang lindung dokumen tekuk lipat
192,"saya sudah melakukan pembayaran legalisir ijazah dan sudah diapprove, untuk biaya pengiriman dan no rekening penerima bisa di lihat dmn ya?",BAA,laku bayar legalisir ijazah diapprove biaya kirim nomor rekening lihat dmn
193,"Selamat malam bapak/ibu admin saya ingin melaporkan bahwa saya tidak bisa mendaftar wisuda pada igracias sementara saya sudah sidang tingkat akhir, penandatanganan ijazah juga suda dan ketika mau mendaftar melalui igracias tidak bisa, saya belum diizinkan, mohon segera di proses bapak/ibu admin.
&nbsp;
Terimakasih banyak.",BAA,lapor daftar wisuda igracias sidang tingkat akhir penandatanganan ijazah suda daftar igracias izin proses
194,"Sebelumnya maaf karena tidak sesuai dengan layanan kategori yang saya inginkan, karena pada saat saya memilih untuk bagian ijazah tidak ada sub kategori sedangkan diharuskan untuk memilih sub kategori (dilampiran)
 
 Dan karena tidak ada divisi khusus untuk penanganan wisuda, saya ingin memberi masukan kepada Telkom untuk memperbaiki fasilitas yang di berikan pada saat wisuda. Dikampus lain dengan harga wisuda yang lebih murah mendapatkan sepaket tiga dengan bahan dan jahitan yang rapi, sedangkan di telkom harus membayar lagi 200rb dengan bahan toga yang jelek. Lalu mengapa tidak ada penghargaan untuk mahasiswa dengan predikat lulus yang baik? Sedangkan di kampus lain sangat menghargai itu dengan memberikan selempang khusus. Mohon dipertimbangkan untuk perbaikan wisuda berikutnya.",BAA,sesuai layan kategori pilih ijazah sub kategori pilih sub kategori lampir divisi khusus tangan wisuda masuk telkom fasilitas ikan wisuda kampus harga wisuda murah paket bahan jahit rapi telkom bayar rb bahan toga jelek harga mahasiswa predikat lulus kampus harga selempang khusus timbang wisuda
195,"permisi saya mau komplain, biaya pendidikan saya sudah lunas semua tetapi kenapa status biaya pendidikan saya pada surat pernyattaan dan formulir biodata ijazah saya masih ""belum lunas""
",BAA,permisi komplain biaya didik lunas status biaya didik surat pernyattaan formulir biodata ijazah lunas
196,Legalisasi dokumen. Sudah melebihi 5 hari dari waktu approve bukti pembayaran. namun belum ada informasi selanjutnya,BAA,legalisasi dokumen approve bukti bayar informasi
197,"Saya lupa melakukan cetak nilai akhir (KHS), saya ingin melakukan cetak nilai KHS namun pilihan menampilkan nilai di Igracias sudah tidak ada. Bagaimana solusinya?&nbsp;
Terimakasih",BAA,lupa laku cetak nilai akhir khs laku cetak nilai khs pilih tampil nilai igracias solusinyanbsp
198,"saya ingin mencetak transkip nilai akhir tapi menu nilai pada igracias sudah tidak ada, solusinya bagaimana ya?",BAA,cetak transkip nilai akhir menu nilai igracias solusi
199,"Selamat malam bapak/ibu admin saya ingin melaporkan bahwa saya tidak bisa mendaftar wisuda pada igracias sementara saya sudah sidang tingkat akhir, penandatanganan ijazah juga suda dan ketika mau mendaftar melalui igracias tidak bisa, saya belum diizinkan, mohon segera di proses bapak/ibu admin.
&nbsp;
Terimakasih banyak.",BAA,lapor daftar wisuda igracias sidang tingkat akhir penandatanganan ijazah suda daftar igracias izin proses
200,"saya sudah pernah mengajukan untuk legalisir ijazah dan transkrip nilai secara online tapi sampai sekarang belum ada proses lebih lanjut, mohon bantuannya",BAA,aju legalisir ijazah transkrip nilai online proses bantu
201,Pembayaran Legalisir ijazah belum di konfirmasi sudah 3 hari,BAA,bayar legalisir ijazah konfirmasi
202,"Saya ingin legalisasi ijazah yang sudah ditranslasi, namun tidak ada halaman untuk mengunggah ijazah yang sudah ditranslasi.",BAA,legalisasi ijazah translasi halaman unggah ijazah translasi
203,"Mohon maaf saya sudah mengajukan legalisir ijjazah dan transkip pada tanggal 1 desember 2016 sampai hari ini tg 24 desember saya belum menerima hasil legalisirnya, di mohon kepada pihak yg bersangutann segera memproses dan mengirimkan legalisir saya secepat mungkin krn unntuk melamar kerja..trims.",BAA,aju legalisir ijjazah transkip tanggal desember tg desember hasil legalisirnya bersangutann proses kirim legalisir cepat krn unntuk lamar kerjatrims
204,"Yth,
Saya sudah bayar uang legalisasi copy ijazah atas nama muhammad iqbal saleh nim 6302131066 pada bulan november 2016 tapi sampai sekarang tidak ada pemberitahuan lewat sms seperti yang dijanjikan bagian akademik.
Terima kasih
Regards,
Muhammad Iqbal Saleh",BAA,hormat bayar uang legalisasi copy ijazah nama muhammad iqbal saleh november pemberitahuan sms janji akademik muhammad iqbal saleh
205,"Dear admin BAA,
Maaf ini bukan masukan atau keluhan, tetapi saya mau bertanya karena tidak ada menu message
1. saya memerlukan transkrip nilai tidak harus asli, yg pntg menginformasikan nilai nilai dan IPK selama masa perkuliahan, apakah bisa di download melalui i-gracias? karena saya tidak menemukan pilihan di menu untuk itu. Apakah admin BAA bisa membantu? ini untuk keperluan melamar pekerjaan
2. saat ini transkrip asli saya belum diambil, apakah diperbolehkan transkrip asli dikirim melalui ekspedisi atau apakah bisa diwakilkan?
terima kasih",BAA,baa masuk keluh menu message transkrip nilai asli informasi nilai nilai ipk kuliah download igracias temu pilih menu baa bantu lamar kerja transkrip asli ambil transkrip asli kirim ekspedisi wakil
206,Mohon dikirim ulang kembali untuk legalisir ijasah saya 10 lembar. Karena hanya dicap basah dan tidak di tanda tanganin dekan. Sehingga diragukan keasliannya. Untuk transkrip nilai sudah oke.,BAA,kirim ulang legalisir ijasah lembar cap basah tanda tanganin dekan ragu asli transkrip nilai oke
207,"Ingin menanyakan, apakah mungkin ijazah dan transkrip nilai dikirim melalui email terlebih dahulu? Saya sedang kesulitan mencari waktu untuk pergi ke Bandung mengambil ijazah sedangkan saya ingin mendaftar beasiswa&nbsp; PMDSU yang membutuhan lampiran salinan ijasah dan transkrip ang telah dilegalisasi.
Terima kasih.
Salam,Adli Ihsan",BAA,ijazah transkrip nilai kirim email sulit cari pergi bandung ambil ijazah daftar beasiswanbsp pmdsu butuh lampir salin ijasah transkrip ang legalisasi salamadli ihsan
208,"Selamat malam bapak/ibu admin saya ingin melaporkan bahwa saya tidak bisa mendaftar wisuda pada igracias sementara saya sudah sidang tingkat akhir, penandatanganan ijazah juga suda dan ketika mau mendaftar melalui igracias tidak bisa, saya belum diizinkan, mohon segera di proses bapak/ibu admin.
&nbsp;
Terimakasih banyak.",BAA,lapor daftar wisuda igracias sidang tingkat akhir penandatanganan ijazah suda daftar igracias izin proses
209,"Untuk Pengelola Asrama,Tolong untuk masalah air harap lebih diperhatikan.Terutama masalah cacing yg ada di air...apakah pemecahannya hanya dengan menyalakan kran air terus menerus ?Terimakasih",BAGIAN ASRAMA,kelola asramatolong air harap diperhatikanterutama cacing airapakah pecah nyala kran air
210,"Air mati hari ini sejak pagi Asrama Putri 
 gedung B.
 Tolong ada solusi dan tindakan segera",BAGIAN ASRAMA,air mati asrama putri gedung bb solusi tindak
211,tolong air di asrama dibersihin lagi,BAGIAN ASRAMA,air asrama dibersihin
212,"assalamualaikum wr.wb
untuk bapa ibu yang terhormat,saya merasa asrama sinyalnya jelek mohon router di ganti sebaik ROG mudah mudahan masukan saya di terima karena tugas tertunda oleh gangguan sinyal yang kurang baik
terima kasih",BAGIAN ASRAMA,bapa terhormatsaya asrama sinyal jelek router ganti rog mudah mudah masuk tugas tunda ganggu sinyal
213,"Selamat malam,&nbsp;
Saya udah melunasi semua biaya pendaftran termasuk biaya asrama, tapi kenapa waktu saya cek di info kamar asrama informasi kamar saya tidak muncul, padahal sebelumnya saya sudah memiliki kamar asrama. Saya tidak pernah mengajukan pengunduran diri dari asrama.&nbsp;
Mohon BantuannyaTerima Kasih",BAGIAN ASRAMA,malamnbsp lunas biaya pendaftran masuk biaya asrama cek info kamar asrama informasi kamar muncul milik kamar asrama aju undur asramanbsp bantuannyaterima
214,apakah asrama bisa dipakai untuk orang tua? selama kegiatan wisuda?kalo bisa saya hubungin kemana ya??,BAGIAN ASRAMA,asrama pakai orang tua giat wisudakalo hubungin
215,"saya ingin menambah masa tinggal saya di asrama, apakah bisa??",BAGIAN ASRAMA,tinggal asrama
216,"kemaren saya sudah bayar asrama, tapi tidak terdaftar di asrama gedung tersebut. Mohon untuk dibetulkan",BAGIAN ASRAMA,kemaren bayar asrama daftar asrama gedung
217,"asrama saya bermasalah, ko udh bayar tapi tidak terdftar ya?",BAGIAN ASRAMA,asrama ko bayar terdftar
218,Saya penghuni asrama banyak mahasiswa yang masih melanggar aturan yang ada di asrama sehingga menganggu ketenangan mahasiswa lainnya. Saya mohon untuk peraturan yang ada di asrama untuk bisa di perketat lagi agar supaya dalam asrama saling nyaman satu sama lain Terimakasih.,BAGIAN ASRAMA,huni asrama mahasiswa langgar atur asrama menganggu tenang mahasiswa atur asrama ketat asrama nyaman
219,asrama yang kosong bisa sebagai penginapan untuk wisuda ga ya?? kalo bisa saya hubungin kemana ya??,BAGIAN ASRAMA,asrama kosong inap wisuda ga kalo hubungin
220,"asrama saya habis, apakah bisa diperpanjang untuk masa asramanya?",BAGIAN ASRAMA,asrama habis asrama
221,"kemaren saya sudah bayar asrama, tapi mungkin ada kesalahan. saya tidak terdaftar di gedung asrama manapun",BAGIAN ASRAMA,kemaren bayar asrama salah daftar gedung asrama
222,"tolong demi kesejahteraan bersama, ko air di asrama hampir semua gedung keluhannya sama yaitu airnya kotor banget. kalo bisa ada bagian yg ngebersihin 1bulan sekali, terimakasih ",BAGIAN ASRAMA,sejahtera ko air asrama gedung keluh air kotor banget kalo ngebersihin
223,"kemaren saya sudah mendapatkan kamar dan gedung asrama. tetapi beberapa hari kemuadian ketika saya cek lagi kamar dan asrama tersebut menghilang, kenapa yaa??",BAGIAN ASRAMA,kemaren kamar gedung asrama kemuadian cek kamar asrama hilang yaa
224,apakah bisa diganti ga asrama gedung dan kamarnya? saya pengen pindah,BAGIAN ASRAMA,ganti ga asrama gedung kamar pindah
225,"mohon untuk penjaga gedung 7, pak jangan galak2 saya kemaren kena omel padahal cuman salah naruh barang saja.",BAGIAN ASRAMA,jaga gedung galak kemaren kena omel cuman salah naruh barang
226,apakah saya boleh bawa menginap teman dari luar ke asrama?? ,BAGIAN ASRAMA,bawa inap teman asrama
227,"kemaren saya kena marah satpam penjaga gerbang asrama putra, saya pualng sudah lebih dari jam yg ditentukan dikarenakan rapat yang sampe larut malam. padahal ada surat, tetapi saya alah dibukanya lama. mohon untuk para penjaga satpam, saya ada surat mohon untuk diijinkan masuk. karena saya bsoknya masuk pagi",BAGIAN ASRAMA,kemaren kena marah satpam jaga gerbang asrama putra pualng jam rapat larut surat alah buka jaga satpam surat diijinkan masuk bsoknya masuk
228,"satpam depan asrama bikin rese, saya harus nunggu sampe 2jam untuk membukakan pintu asrama",BAGIAN ASRAMA,satpam asrama bikin rese nunggu jam buka pintu asrama
229,"saya kemaren sudah bayar semua biaya termasuk asrama, dan saya sudah mendapatkan kamr dan gedung. tetapi beberapa hari kemudian saya mengecek, kamr asrama tersebut gaada. aneh, saya tidak pernah mengajukan pengunduran diri diasrama. terimakasih",BAGIAN ASRAMA,kemaren bayar biaya masuk asrama kamr gedung ecek kamr asrama gaada aneh aju undur asrama
230,"info kamar asrama tidak muncul, padahal saya sudah membayarnya",BAGIAN ASRAMA,info kamar asrama muncul bayar
231,"saya ingin tinggal diasrama lagi, apakah bisa?? ",BAGIAN ASRAMA,tinggal asrama
232,SR di asrama saya judes banget,BAGIAN ASRAMA,sr asrama judes banget
233,saya kena omel satpam padahal saya ada surat ijin untuk masuk asrama larut malam,BAGIAN ASRAMA,kena omel satpam surat ijin masuk asrama larut
234,"tolong keamanan di asrama ditingkatkan lagi, kalo perlu dikasih cctv",BAGIAN ASRAMA,aman asrama tingkat kalo cctv
235,"asrama lebih baik lagi kalo di tumbuhi banyak pohon, agar tidak terlalu panas pada siang hari ",BAGIAN ASRAMA,asrama kalo tumbuh pohon panas
236,kamar mandi asrama lebih diperhatikan lagi karena terlalu kecil dan sangat tidak nyaman,BAGIAN ASRAMA,kamar mandi asrama perhati nyaman
237,Apakah saya bisa masuk asrama lagi di tahun kedua. tolong penjelasannya,BAGIAN ASRAMA,masuk asrama
238,"toilet asrama jorok banget, tolong diperbaiki fasilitasnya",BAGIAN ASRAMA,toilet asrama jorok banget fasilitas
239,wifi di asrama sangat lemot sehingga menggangu proses belajar saya,BAGIAN ASRAMA,wifi asrama lot menggangu proses ajar
240,air di asrama sering mati dan kotor banget. tolong di perbaiki karena sudah beberapa kali air mati dan keluarnya kotor,BAGIAN ASRAMA,air asrama mati kotor banget kali air mati kotor
241,saya ga dibolehin masuk sama satpam padahal saya udah bawa surat dan sudah izin sebelumnya,BAGIAN ASRAMA,ga dibolehin masuk satpam bawa surat izin
242,"kantin asrama harganya tidak sesuai dengan kantong mahasiswa, masih jauh lebih murah makanan di luar telkom",BAGIAN ASRAMA,kantin asrama harga sesuai kantong mahasiswa murah makan telkom
243,apa asrama bisa dipakai untuk penginapan orang tua saya saat wisuda. tolong jawabannya segera,BAGIAN ASRAMA,asrama pakai inap orang tua wisuda
244,toilet asrama terlalu kecil dan airnya sering mati,BAGIAN ASRAMA,toilet asrama air mati
245,wifi di gedung 7 sering mati dan kamar saya tidak dapat sinyal ,BAGIAN ASRAMA,wifi gedung mati kamar sinyal
246,tolong air di asrama di bersihin lagi karena sering keluar cacing dan airnya kotor ,BAGIAN ASRAMA,air asrama bersihin cacing air kotor
247,helm saya di parkiran asrama hilang. mohon ditingkatkan lagi keamanannya terutama di parkiran,BAGIAN ASRAMA,helm parkir asrama hilang tingkat aman utama parkir
